Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
4171,CA-2021-104170,2021-03-23,2021-03-29,Standard Class,CG-10205,Corporate,South,Louisiana,Office Supplies,Storage,59.71,6,0.2,-0.27
4172,CA-2022-104171,2022-08-15,2022-08-19,Second Class,CG-10206,Consumer,Central,Ohio,Furniture,Bookcases,705.27,2,0.0,74.31
4173,CA-2021-104172,2021-03-23,2021-03-27,Second Class,CG-10207,Consumer,East,Massachusetts,Office Supplies,Paper,82.81,7,0.2,-4.68
4174,CA-2021-104173,2021-01-22,2021-01-27,Standard Class,CG-10208,Consumer,South,Tennessee,Furniture,Tables,254.11,12,0.0,24.86
4175,CA-2023-104174,2023-05-14,2023-05-19,Standard Class,CG-10209,Consumer,Central,Ohio,Office Supplies,Supplies,30.08,5,0.2,-2.04
4176,CA-2023-104175,2023-10-06,2023-10-11,Standard Class,CG-10210,Consumer,Central,Wisconsin,Office Supplies,Art,57.05,8,0.2,-2.06
4177,CA-2023-104176,2023-06-23,2023-06-29,Standard Class,CG-10211,Consumer,East,Pennsylvania,Furniture,Furnishings,5.0,14,0.0,0.6
4178,CA-2023-104177,2023-01-05,2023-01-11,Standard Class,CG-10212,Consumer,East,Virginia,Office Supplies,Supplies,61.95,3,0.1,9.18
4179,CA-2024-104178,2024-07-27,2024-08-02,Standard Class,CG-10213,Consumer,South,Tennessee,Office Supplies,Fasteners,73.35,1,0.3,-12.96
4180,CA-2023-104179,2023-09-13,2023-09-18,Standard Class,CG-10214,Consumer,West,Arizona,Technology,Phones,286.15,10,0.0,43.71
4181,CA-2021-104180,2021-09-18,2021-09-21,First Class,CG-10215,Consumer,Central,Illinois,Technology,Accessories,284.02,6,0.3,-79.15
4182,CA-2023-104181,2023-07-01,2023-07-06,Standard Class,CG-10216,Corporate,Central,Missouri,Technology,Phones,53.79,3,0.1,2.66
4183,CA-2023-104182,2023-08-07,2023-08-10,Second Class,CG-10217,Consumer,Central,Minnesota,Furniture,Tables,361.55,3,0.5,-246.29
4184,CA-2021-104183,2021-07-12,2021-07-15,Second Class,CG-10218,Home Office,East,Massachusetts,Furniture,Chairs,5.0,13,0.3,-1.84
4185,CA-2024-104184,2024-07-05,2024-07-10,Standard Class,CG-10219,Consumer,South,Georgia,Furniture,Chairs,512.87,5,0.1,-13.31
4186,CA-2024-104185,2024-07-18,2024-07-23,Standard Class,CG-10220,Corporate,West,Washington,Furniture,Tables,5.0,8,0.4,-2.37
4187,CA-2022-104186,2022-01-02,2022-01-07,Standard Class,CG-10221,Consumer,Central,Wisconsin,Office Supplies,Envelopes,5.0,1,0.5,-2.27
4188,CA-2021-104187,2021-04-25,2021-04-28,Second Class,CG-10222,Consumer,West,Arizona,Office Supplies,Fasteners,99.14,10,0.3,-19.98
4189,CA-2024-104188,2024-12-18,2024-12-21,Second Class,CG-10223,Corporate,Central,Texas,Office Supplies,Labels,148.81,5,0.0,44.02
4190,CA-2023-104189,2023-03-30,2023-04-05,Standard Class,CG-10224,Consumer,Central,Wisconsin,Technology,Accessories,1288.28,14,0.0,243.62
4191,CA-2021-104190,2021-08-07,2021-08-13,Standard Class,CG-10225,Consumer,Central,Texas,Office Supplies,Fasteners,36.09,12,0.3,-7.55
4192,CA-2024-104191,2024-01-26,2024-02-01,Standard Class,CG-10226,Corporate,South,Tennessee,Office Supplies,Appliances,176.88,7,0.5,-92.16
4193,CA-2024-104192,2024-03-15,2024-03-19,Second Class,CG-10227,Home Office,Central,Ohio,Office Supplies,Appliances,23.02,8,0.0,4.8
4194,CA-2023-104193,2023-01-01,2023-01-06,Standard Class,CG-10228,Home Office,West,Utah,Office Supplies,Storage,5.73,10,0.0,1.36
4195,CA-2024-104194,2024-07-29,2024-08-04,Standard Class,CG-10229,Home Office,South,Tennessee,Furniture,Chairs,5.0,14,0.0,0.34
4196,CA-2021-104195,2021-03-14,2021-03-20,Standard Class,CG-10230,Home Office,South,Louisiana,Technology,Accessories,5.0,7,0.2,-0.95
4197,CA-2022-104196,2022-08-02,2022-08-06,Second Class,CG-10231,Home Office,West,Oregon,Furniture,Bookcases,666.04,5,0.0,101.41
4198,CA-2022-104197,2022-04-09,2022-04-15,Standard Class,CG-10232,Consumer,East,Connecticut,Furniture,Chairs,165.11,7,0.0,5.56
4199,CA-2021-104198,2021-05-27,2021-05-29,First Class,CG-10233,Corporate,East,New York,Office Supplies,Paper,202.75,2,0.0,49.49
4200,CA-2024-104199,2024-09-06,2024-09-10,Second Class,CG-10234,Corporate,West,California,Furniture,Tables,450.7,2,0.0,38.22
4201,CA-2021-104200,2021-06-20,2021-06-26,Standard Class,CG-10235,Home Office,West,Oregon,Office Supplies,Art,13.45,14,0.5,-6.72
4202,CA-2024-104201,2024-04-29,2024-05-04,Standard Class,CG-10236,Corporate,Central,Missouri,Furniture,Chairs,372.67,2,0.0,25.23
4203,CA-2021-104202,2021-12-22,2021-12-28,Standard Class,CG-10237,Corporate,West,Oregon,Furniture,Furnishings,217.02,11,0.2,-39.02
4204,CA-2024-104203,2024-05-21,2024-05-27,Standard Class,CG-10238,Consumer,East,Massachusetts,Office Supplies,Labels,51.47,8,0.0,10.68
4205,CA-2024-104204,2024-06-02,2024-06-06,Second Class,CG-10239,Corporate,West,Colorado,Office Supplies,Paper,79.28,3,0.0,20.92
4206,CA-2024-104205,2024-07-12,2024-07-18,Standard Class,CG-10240,Consumer,South,Louisiana,Office Supplies,Appliances,5.0,9,0.2,-0.17
4207,CA-2023-104206,2023-06-20,2023-06-23,Second Class,CG-10241,Consumer,West,Washington,Technology,Copiers,5.0,14,0.4,-2.1
4208,CA-2021-104207,2021-08-31,2021-09-01,Same Day,CG-10242,Corporate,Central,Texas,Office Supplies,Binders,53.03,9,0.0,12.81
4209,CA-2024-104208,2024-12-04,2024-12-07,Second Class,CG-10243,Consumer,South,Florida,Furniture,Furnishings,663.32,2,0.2,-151.06
4210,CA-2024-104209,2024-06-12,2024-06-15,Second Class,CG-10244,Consumer,East,Connecticut,Furniture,Tables,5.0,1,0.0,0.25
4211,CA-2023-104210,2023-01-29,2023-02-04,Standard Class,CG-10245,Corporate,East,Connecticut,Furniture,Bookcases,355.84,3,0.0,35.38
4212,CA-2021-104211,2021-07-10,2021-07-15,Standard Class,CG-10246,Consumer,Central,Ohio,Office Supplies,Supplies,70.35,4,0.0,17.55
4213,CA-2022-104212,2022-10-03,2022-10-09,Standard Class,CG-10247,Consumer,Central,Texas,Office Supplies,Labels,80.36,9,0.0,17.76
4214,CA-2024-104213,2024-08-16,2024-08-19,First Class,CG-10248,Consumer,South,Alabama,Furniture,Bookcases,948.69,8,0.0,124.87
4215,CA-2021-104214,2021-06-29,2021-07-05,Standard Class,CG-10249,Corporate,South,Florida,Office Supplies,Art,83.34,3,0.1,9.67
4216,CA-2022-104215,2022-11-22,2022-11-28,Standard Class,CG-10250,Corporate,West,Washington,Technology,Accessories,633.8,3,0.0,105.03
4217,CA-2023-104216,2023-03-21,2023-03-27,Standard Class,CG-10251,Corporate,East,New Jersey,Technology,Accessories,816.24,14,0.0,148.47
4218,CA-2021-104217,2021-09-04,2021-09-08,Second Class,CG-10252,Consumer,East,New York,Technology,Copiers,1326.02,13,0.1,157.6
4219,CA-2021-104218,2021-08-03,2021-08-08,Standard Class,CG-10253,Consumer,Central,Michigan,Office Supplies,Art,5.0,8,0.1,0.5
4220,CA-2023-104219,2023-11-27,2023-12-02,Standard Class,CG-10254,Home Office,East,New Jersey,Furniture,Chairs,283.43,6,0.0,18.74
4221,CA-2022-104220,2022-09-28,2022-09-29,Same Day,CG-10255,Corporate,East,New Jersey,Office Supplies,Appliances,5.0,2,0.1,0.6
4222,CA-2022-104221,2022-09-08,2022-09-12,Second Class,CG-10256,Consumer,South,Louisiana,Technology,Machines,53.45,3,0.0,8.51
4223,CA-2023-104222,2023-06-24,2023-06-28,Second Class,CG-10257,Corporate,East,New Jersey,Office Supplies,Binders,67.35,9,0.4,-23.99
4224,CA-2022-104223,2022-12-24,2022-12-29,Standard Class,CG-10258,Corporate,Central,Michigan,Furniture,Chairs,437.49,6,0.2,-59.19
4225,CA-2022-104224,2022-06-28,2022-07-03,Standard Class,CG-10259,Consumer,East,New Jersey,Furniture,Chairs,381.73,13,0.1,-10.48
4226,CA-2022-104225,2022-03-26,2022-03-26,Same Day,CG-10260,Consumer,East,New Jersey,Technology,Machines,590.54,5,0.0,144.5
4227,CA-2022-104226,2022-02-19,2022-02-25,Standard Class,CG-10261,Consumer,South,Georgia,Office Supplies,Art,163.88,14,0.0,39.1
4228,CA-2022-104227,2022-01-12,2022-01-18,Standard Class,CG-10262,Corporate,South,Georgia,Furniture,Furnishings,5.0,5,0.0,0.69
4229,CA-2023-104228,2023-03-28,2023-04-03,Standard Class,CG-10263,Home Office,Central,Missouri,Office Supplies,Supplies,59.07,7,0.1,5.6
4230,CA-2021-104229,2021-02-23,2021-02-26,Second Class,CG-10264,Corporate,South,Louisiana,Office Supplies,Binders,12.75,10,0.0,2.89
4231,CA-2024-104230,2024-09-09,2024-09-13,Second Class,CG-10265,Home Office,West,Utah,Office Supplies,Paper,68.46,12,0.0,22.53
4232,CA-2021-104231,2021-06-21,2021-06-26,Standard Class,CG-10266,Home Office,East,Massachusetts,Technology,Copiers,5.0,9,0.1,0.3
4233,CA-2021-104232,2021-08-16,2021-08-16,Same Day,CG-10267,Corporate,South,Georgia,Technology,Machines,585.8,8,0.0,120.17
4234,CA-2023-104233,2023-07-13,2023-07-17,Second Class,CG-10268,Corporate,East,New Jersey,Furniture,Furnishings,227.9,4,0.4,-112.44
4235,CA-2021-104234,2021-11-03,2021-11-08,Standard Class,CG-10269,Corporate,West,Arizona,Furniture,Chairs,1098.36,6,0.2,-188.16
4236,CA-2023-104235,2023-05-07,2023-05-07,Same Day,CG-10270,Consumer,Central,Illinois,Office Supplies,Storage,18.17,9,0.1,1.93
4237,CA-2021-104236,2021-10-03,2021-10-06,Second Class,CG-10271,Consumer,Central,Texas,Furniture,Bookcases,770.25,8,0.0,59.47
4238,CA-2023-104237,2023-07-03,2023-07-07,Second Class,CG-10272,Consumer,East,Virginia,Office Supplies,Binders,76.41,2,0.2,-2.42
4239,CA-2022-104238,2022-04-09,2022-04-13,Second Class,CG-10273,Home Office,South,Alabama,Furniture,Furnishings,264.51,9,0.4,-132.8
4240,CA-2024-104239,2024-06-22,2024-06-26,Second Class,CG-10274,Consumer,Central,Wisconsin,Technology,Phones,651.98,3,0.0,120.68
4241,CA-2024-104240,2024-11-21,2024-11-26,Standard Class,CG-10275,Consumer,West,Oregon,Furniture,Bookcases,142.38,6,0.2,-26.6
4242,CA-2021-104241,2021-06-04,2021-06-10,Standard Class,CG-10276,Consumer,Central,Missouri,Furniture,Bookcases,614.01,6,0.2,-125.58
4243,CA-2023-104242,2023-10-11,2023-10-16,Standard Class,CG-10277,Consumer,East,Virginia,Technology,Phones,564.79,8,0.2,-54.67
4244,CA-2021-104243,2021-03-30,2021-04-04,Standard Class,CG-10278,Home Office,Central,Ohio,Office Supplies,Art,34.89,7,0.5,-17.64
4245,CA-2022-104244,2022-12-20,2022-12-23,Second Class,CG-10279,Corporate,East,New Jersey,Technology,Machines,1032.53,6,0.1,4.26
4246,CA-2022-104245,2022-06-06,2022-06-08,First Class,CG-10280,Consumer,East,Virginia,Furniture,Chairs,571.8,4,0.0,54.48
4247,CA-2024-104246,2024-02-05,2024-02-08,Second Class,CG-10281,Corporate,West,Nevada,Technology,Phones,292.14,10,0.0,46.94
4248,CA-2021-104247,2021-05-12,2021-05-18,Standard Class,CG-10282,Consumer,South,Louisiana,Office Supplies,Paper,5.0,12,0.2,-0.15
4249,CA-2021-104248,2021-04-04,2021-04-06,First Class,CG-10283,Corporate,South,North Carolina,Furniture,Furnishings,786.63,13,0.0,107.81
4250,CA-2024-104249,2024-06-14,2024-06-20,Standard Class,CG-10284,Consumer,Central,Wisconsin,Technology,Machines,892.74,12,0.0,164.11
4251,CA-2021-104250,2021-05-15,2021-05-15,Same Day,CG-10285,Consumer,South,Louisiana,Office Supplies,Paper,68.14,4,0.4,-25.52
4252,CA-2022-104251,2022-07-13,2022-07-19,Standard Class,CG-10286,Consumer,Central,Texas,Technology,Copiers,162.86,7,0.4,-66.49
4253,CA-2022-104252,2022-09-11,2022-09-16,Standard Class,CG-10287,Corporate,West,Nevada,Office Supplies,Paper,104.35,12,0.1,15.47
4254,CA-2021-104253,2021-07-27,2021-07-29,First Class,CG-10288,Consumer,Central,Wisconsin,Office Supplies,Paper,76.47,2,0.2,-2.92
4255,CA-2021-104254,2021-05-29,2021-06-03,Standard Class,CG-10289,Corporate,West,Washington,Office Supplies,Supplies,83.55,2,0.4,-28.26
4256,CA-2022-104255,2022-09-14,2022-09-18,Second Class,CG-10290,Home Office,East,New Jersey,Furniture,Chairs,381.3,4,0.0,42.26
4257,CA-2023-104256,2023-08-17,2023-08-20,Second Class,CG-10291,Consumer,East,Pennsylvania,Office Supplies,Labels,100.05,2,0.0,23.84
4258,CA-2023-104257,2023-06-27,2023-06-29,First Class,CG-10292,Corporate,West,California,Office Supplies,Fasteners,5.0,1,0.1,0.48
4259,CA-2022-104258,2022-12-08,2022-12-14,Standard Class,CG-10293,Consumer,East,New Jersey,Office Supplies,Storage,5.0,12,0.0,1.34
4260,CA-2022-104259,2022-10-08,2022-10-11,First Class,CG-10294,Consumer,South,North Carolina,Office Supplies,Storage,66.78,10,0.0,14.78
4261,CA-2023-104260,2023-10-11,2023-10-14,Second Class,CG-10295,Corporate,West,Colorado,Office Supplies,Binders,153.71,9,0.1,15.48
4262,CA-2023-104261,2023-04-04,2023-04-09,Standard Class,CG-10296,Consumer,East,Pennsylvania,Furniture,Furnishings,339.51,6,0.1,-42.97
4263,CA-2022-104262,2022-11-24,2022-11-30,Standard Class,CG-10297,Corporate,Central,Texas,Office Supplies,Binders,60.48,1,0.2,-1.68
4264,CA-2024-104263,2024-05-23,2024-05-28,Standard Class,CG-10298,Consumer,East,Pennsylvania,Office Supplies,Paper,5.0,11,0.0,1.17
4265,CA-2022-104264,2022-01-06,2022-01-12,Standard Class,CG-10299,Corporate,West,Colorado,Office Supplies,Envelopes,63.72,11,0.1,6.54
4266,CA-2023-104265,2023-11-06,2023-11-11,Standard Class,CG-10300,Corporate,East,Connecticut,Office Supplies,Supplies,75.79,7,0.0,22.27
4267,CA-2022-104266,2022-06-23,2022-06-27,Second Class,CG-10301,Home Office,Central,Texas,Furniture,Tables,171.93,1,0.0,16.51
4268,CA-2023-104267,2023-12-20,2023-12-25,Standard Class,CG-10302,Home Office,East,New Jersey,Technology,Accessories,579.81,7,0.0,91.44
4269,CA-2021-104268,2021-07-14,2021-07-19,Standard Class,CG-10303,Consumer,South,Alabama,Office Supplies,Paper,5.0,3,0.0,1.32
4270,CA-2023-104269,2023-03-11,2023-03-16,Standard Class,CG-10304,Corporate,East,Virginia,Furniture,Tables,5.0,10,0.4,-2.27
4271,CA-2024-104270,2024-07-08,2024-07-14,Standard Class,CG-10305,Consumer,South,Louisiana,Office Supplies,Envelopes,5.0,13,0.2,-0.07
4272,CA-2021-104271,2021-05-26,2021-05-29,First Class,CG-10306,Corporate,West,Nevada,Furniture,Chairs,184.7,10,0.0,11.46
4273,CA-2022-104272,2022-11-16,2022-11-21,Standard Class,CG-10307,Corporate,Central,Missouri,Furniture,Chairs,491.8,13,0.0,43.23
4274,CA-2023-104273,2023-09-28,2023-10-04,Standard Class,CG-10308,Consumer,South,Georgia,Office Supplies,Fasteners,5.0,6,0.0,1.17
4275,CA-2023-104274,2023-01-13,2023-01-16,First Class,CG-10309,Consumer,South,Alabama,Furniture,Tables,337.24,11,0.2,-69.56
4276,CA-2023-104275,2023-06-05,2023-06-09,Second Class,CG-10310,Corporate,West,Oregon,Technology,Phones,500.42,8,0.0,84.56
4277,CA-2023-104276,2023-11-02,2023-11-05,Second Class,CG-10311,Consumer,West,Washington,Office Supplies,Binders,157.51,1,0.2,-0.85
4278,CA-2023-104277,2023-02-01,2023-02-07,Standard Class,CG-10312,Corporate,East,New Jersey,Furniture,Furnishings,589.53,5,0.0,16.61
4279,CA-2024-104278,2024-11-18,2024-11-21,First Class,CG-10313,Corporate,Central,Wisconsin,Furniture,Bookcases,285.99,8,0.4,-137.64
4280,CA-2022-104279,2022-03-25,2022-03-28,First Class,CG-10314,Consumer,South,Florida,Furniture,Chairs,353.79,13,0.0,41.23
4281,CA-2022-104280,2022-04-11,2022-04-14,Second Class,CG-10315,Consumer,East,Virginia,Office Supplies,Envelopes,5.0,8,0.0,1.34
4282,CA-2024-104281,2024-12-09,2024-12-15,Standard Class,CG-10316,Consumer,West,Washington,Office Supplies,Fasteners,130.6,10,0.0,27.8
4283,CA-2024-104282,2024-07-05,2024-07-11,Standard Class,CG-10317,Consumer,South,Florida,Office Supplies,Labels,5.0,9,0.1,0.25
4284,CA-2024-104283,2024-01-04,2024-01-10,Standard Class,CG-10318,Corporate,South,Louisiana,Office Supplies,Binders,59.78,12,0.4,-23.19
4285,CA-2021-104284,2021-07-09,2021-07-14,Standard Class,CG-10319,Corporate,South,North Carolina,Furniture,Furnishings,5.0,8,0.0,0.39
4286,CA-2023-104285,2023-12-11,2023-12-17,Standard Class,CG-10320,Corporate,Central,Michigan,Office Supplies,Storage,57.68,13,0.5,-31.0
4287,CA-2022-104286,2022-09-29,2022-10-04,Standard Class,CG-10321,Consumer,West,Oregon,Technology,Phones,593.31,2,0.0,101.32
4288,CA-2021-104287,2021-03-13,2021-03-19,Standard Class,CG-10322,Consumer,East,Pennsylvania,Furniture,Tables,882.74,4,0.0,84.51
4289,CA-2024-104288,2024-02-11,2024-02-16,Standard Class,CG-10323,Consumer,West,Nevada,Furniture,Bookcases,5.63,3,0.1,-0.05
4290,CA-2022-104289,2022-04-23,2022-04-29,Standard Class,CG-10324,Home Office,Central,Minnesota,Office Supplies,Art,27.4,9,0.1,3.3
4291,CA-2024-104290,2024-10-12,2024-10-18,Standard Class,CG-10325,Corporate,South,Florida,Office Supplies,Binders,5.0,4,0.0,1.21
4292,CA-2024-104291,2024-06-07,2024-06-12,Standard Class,CG-10326,Corporate,Central,Illinois,Office Supplies,Supplies,5.0,11,0.0,0.95
4293,CA-2022-104292,2022-12-05,2022-12-11,Standard Class,CG-10327,Home Office,South,Louisiana,Technology,Phones,422.64,9,0.4,-179.79
4294,CA-2021-104293,2021-08-26,2021-08-31,Standard Class,CG-10328,Corporate,West,Nevada,Technology,Phones,5.0,10,0.0,0.77
4295,CA-2023-104294,2023-07-09,2023-07-11,First Class,CG-10329,Consumer,South,Florida,Furniture,Furnishings,597.78,13,0.0,102.39
4296,CA-2021-104295,2021-11-18,2021-11-23,Standard Class,CG-10330,Corporate,South,Georgia,Office Supplies,Art,47.59,5,0.5,-20.51
4297,CA-2024-104296,2024-12-15,2024-12-20,Standard Class,CG-10331,Corporate,South,Alabama,Technology,Machines,630.06,10,0.0,95.74
4298,CA-2021-104297,2021-01-15,2021-01-20,Standard Class,CG-10332,Corporate,South,Louisiana,Technology,Machines,797.5,8,0.3,-132.12
4299,CA-2023-104298,2023-08-06,2023-08-11,Standard Class,CG-10333,Consumer,Central,Texas,Furniture,Chairs,390.04,7,0.0,39.73
4300,CA-2022-104299,2022-08-24,2022-08-27,Second Class,CG-10334,Consumer,South,Alabama,Furniture,Tables,705.78,7,0.0,78.45
4301,CA-2022-104300,2022-03-20,2022-03-25,Standard Class,CG-10335,Consumer,West,Washington,Office Supplies,Appliances,65.21,8,0.0,13.0
4302,CA-2023-104301,2023-08-12,2023-08-17,Standard Class,CG-10336,Consumer,Central,Minnesota,Office Supplies,Fasteners,42.76,7,0.0,10.22
4303,CA-2024-104302,2024-12-12,2024-12-12,Same Day,CG-10337,Corporate,East,Massachusetts,Technology,Phones,858.61,1,0.1,8.25
4304,CA-2021-104303,2021-04-16,2021-04-19,Second Class,CG-10338,Home Office,South,Florida,Technology,Phones,5.0,14,0.1,0.3
4305,CA-2022-104304,2022-05-18,2022-05-23,Standard Class,CG-10339,Corporate,Central,Texas,Technology,Accessories,343.21,8,0.0,64.04
4306,CA-2024-104305,2024-02-03,2024-02-05,First Class,CG-10340,Consumer,South,Tennessee,Furniture,Furnishings,175.65,10,0.0,12.52
4307,CA-2021-104306,2021-04-09,2021-04-15,Standard Class,CG-10341,Consumer,West,Arizona,Office Supplies,Labels,78.27,11,0.0,17.09
4308,CA-2021-104307,2021-11-25,2021-12-01,Standard Class,CG-10342,Consumer,Central,Michigan,Office Supplies,Labels,23.47,3,0.1,1.91
4309,CA-2021-104308,2021-01-12,2021-01-17,Standard Class,CG-10343,Corporate,Central,Missouri,Technology,Accessories,881.4,8,0.5,-489.41
4310,CA-2024-104309,2024-12-01,2024-12-07,Standard Class,CG-10344,Consumer,Central,Illinois,Technology,Machines,5.0,9,0.3,-1.49
4311,CA-2024-104310,2024-04-08,2024-04-11,Second Class,CG-10345,Consumer,Central,Michigan,Technology,Accessories,822.43,12,0.0,127.6
4312,CA-2023-104311,2023-02-23,2023-03-01,Standard Class,CG-10346,Consumer,South,Georgia,Furniture,Furnishings,5.0,4,0.0,0.36
4313,CA-2022-104312,2022-07-26,2022-07-29,Second Class,CG-10347,Corporate,West,Arizona,Technology,Accessories,469.65,11,0.5,-281.82
4314,CA-2023-104313,2023-10-27,2023-10-31,Second Class,CG-10348,Home Office,Central,Minnesota,Office Supplies,Appliances,109.33,1,0.4,-37.47
4315,CA-2022-104314,2022-03-07,2022-03-13,Standard Class,CG-10349,Home Office,South,North Carolina,Office Supplies,Binders,69.91,1,0.2,-5.32
4316,CA-2023-104315,2023-12-17,2023-12-19,First Class,CG-10350,Consumer,West,Arizona,Furniture,Bookcases,526.76,10,0.1,-4.74
4317,CA-2023-104316,2023-01-27,2023-01-30,First Class,CG-10351,Corporate,East,Connecticut,Furniture,Chairs,876.69,9,0.0,80.37
4318,CA-2023-104317,2023-10-12,2023-10-17,Standard Class,CG-10352,Consumer,South,Tennessee,Office Supplies,Fasteners,150.96,10,0.1,16.29
4319,CA-2022-104318,2022-10-10,2022-10-16,Standard Class,CG-10353,Home Office,Central,Michigan,Furniture,Chairs,415.44,5,0.3,-129.98
4320,CA-2023-104319,2023-08-12,2023-08-17,Standard Class,CG-10354,Corporate,South,Florida,Office Supplies,Art,44.85,2,0.0,11.68
4321,CA-2022-104320,2022-09-06,2022-09-12,Standard Class,CG-10355,Corporate,Central,Ohio,Technology,Accessories,63.72,6,0.0,9.3
4322,CA-2022-104321,2022-12-19,2022-12-21,First Class,CG-10356,Corporate,East,Massachusetts,Office Supplies,Art,188.32,7,0.3,-48.77
4323,CA-2024-104322,2024-02-04,2024-02-09,Standard Class,CG-10357,Consumer,South,Alabama,Technology,Accessories,470.75,12,0.0,112.5
4324,CA-2024-104323,2024-05-29,2024-06-03,Standard Class,CG-10358,Corporate,Central,Minnesota,Technology,Machines,114.34,13,0.4,-48.71
4325,CA-2021-104324,2021-09-01,2021-09-07,Standard Class,CG-10359,Corporate,South,Tennessee,Technology,Accessories,55.13,14,0.0,12.2
4326,CA-2021-104325,2021-07-29,2021-08-01,Second Class,CG-10360,Corporate,East,Connecticut,Office Supplies,Fasteners,5.0,3,0.5,-2.33
4327,CA-2023-104326,2023-06-30,2023-07-06,Standard Class,CG-10361,Home Office,West,Utah,Office Supplies,Paper,5.0,11,0.1,0.57
4328,CA-2021-104327,2021-02-21,2021-02-24,Second Class,CG-10362,Consumer,West,Utah,Office Supplies,Envelopes,5.0,3,0.0,1.56
4329,CA-2024-104328,2024-10-09,2024-10-14,Standard Class,CG-10363,Consumer,Central,Ohio,Office Supplies,Supplies,191.65,7,0.3,-45.19
4330,CA-2022-104329,2022-02-12,2022-02-15,First Class,CG-10364,Home Office,East,Connecticut,Office Supplies,Appliances,28.66,13,0.0,5.57
4331,CA-2023-104330,2023-09-16,2023-09-20,Second Class,CG-10365,Consumer,Central,Wisconsin,Office Supplies,Storage,66.21,11,0.2,-2.88
4332,CA-2022-104331,2022-03-10,2022-03-12,First Class,CG-10366,Corporate,East,Virginia,Office Supplies,Fasteners,116.27,2,0.0,35.91
4333,CA-2021-104332,2021-08-15,2021-08-18,Second Class,CG-10367,Consumer,East,New Jersey,Office Supplies,Supplies,5.0,3,0.0,1.19
4334,CA-2023-104333,2023-11-12,2023-11-18,Standard Class,CG-10368,Home Office,West,Arizona,Furniture,Tables,222.79,13,0.4,-107.78
4335,CA-2022-104334,2022-03-12,2022-03-14,First Class,CG-10369,Consumer,East,Connecticut,Office Supplies,Fasteners,27.92,2,0.0,7.78
4336,CA-2022-104335,2022-04-10,2022-04-15,Standard Class,CG-10370,Consumer,Central,Texas,Office Supplies,Paper,83.74,6,0.0,17.89
4337,CA-2024-104336,2024-09-14,2024-09-19,Standard Class,CG-10371,Consumer,East,New York,Office Supplies,Paper,317.81,2,0.0,80.81
4338,CA-2023-104337,2023-11-17,2023-11-22,Standard Class,CG-10372,Corporate,East,New Jersey,Technology,Machines,947.74,4,0.0,148.47
4339,CA-2022-104338,2022-09-10,2022-09-10,Same Day,CG-10373,Consumer,South,Alabama,Office Supplies,Labels,18.41,2,0.0,4.4
4340,CA-2024-104339,2024-01-30,2024-02-02,Second Class,CG-10374,Corporate,West,Washington,Furniture,Chairs,387.54,11,0.2,-66.65
4341,CA-2023-104340,2023-12-18,2023-12-18,Same Day,CG-10375,Consumer,West,Colorado,Technology,Machines,661.47,6,0.0,144.15
4342,CA-2021-104341,2021-06-01,2021-06-07,Standard Class,CG-10376,Home Office,East,New York,Office Supplies,Fasteners,5.0,4,0.0,1.35
4343,CA-2023-104342,2023-12-28,2024-01-03,Standard Class,CG-10377,Corporate,South,Alabama,Technology,Phones,384.98,3,0.0,77.0
4344,CA-2024-104343,2024-09-12,2024-09-18,Standard Class,CG-10378,Home Office,Central,Wisconsin,Furniture,Tables,342.37,4,0.0,28.0
4345,CA-2024-104344,2024-05-04,2024-05-07,Second Class,CG-10379,Consumer,South,Alabama,Office Supplies,Appliances,28.46,8,0.0,7.2
4346,CA-2023-104345,2023-06-28,2023-07-01,First Class,CG-10380,Consumer,Central,Ohio,Office Supplies,Labels,5.0,7,0.0,1.38
4347,CA-2023-104346,2023-05-27,2023-06-01,Standard Class,CG-10381,Consumer,Central,Missouri,Furniture,Tables,7.88,6,0.1,-0.71
4348,CA-2023-104347,2023-12-05,2023-12-11,Standard Class,CG-10382,Corporate,East,Virginia,Office Supplies,Storage,9.18,1,0.0,1.88
4349,CA-2023-104348,2023-05-27,2023-05-30,First Class,CG-10383,Corporate,East,Massachusetts,Technology,Copiers,742.7,3,0.2,-55.33
4350,CA-2022-104349,2022-03-26,2022-03-28,First Class,CG-10384,Home Office,South,Georgia,Furniture,Tables,5.0,4,0.0,0.6
4351,CA-2023-104350,2023-09-29,2023-10-04,Standard Class,CG-10385,Consumer,West,Colorado,Technology,Accessories,678.44,7,0.2,-69.12
4352,CA-2023-104351,2023-08-16,2023-08-21,Standard Class,CG-10386,Home Office,South,Alabama,Furniture,Furnishings,157.91,3,0.1,-10.36
4353,CA-2022-104352,2022-11-27,2022-12-02,Standard Class,CG-10387,Corporate,West,Washington,Office Supplies,Supplies,153.89,8,0.0,36.07
4354,CA-2023-104353,2023-07-20,2023-07-25,Standard Class,CG-10388,Consumer,Central,Ohio,Technology,Machines,1364.78,1,0.1,9.28
4355,CA-2023-104354,2023-03-17,2023-03-22,Standard Class,CG-10389,Consumer,Central,Michigan,Technology,Phones,287.26,9,0.0,43.56
4356,CA-2023-104355,2023-03-28,2023-04-02,Standard Class,CG-10390,Corporate,West,Washington,Furniture,Chairs,91.65,9,0.1,-1.3
